distance_m,weight_t,length_m,width_m,footprint_m2,turns,hour,congestion,true_min
400.37297806124275,37.79682723599636,21.08,21.69,457.3,1,14,1,3.023842317189716
1160.0979782784564,576.8580486047405,9.45,21.12,199.5,0,17,2,9.892582336478135
185.60037990656784,358.0955609903912,25.45,6.93,176.4,4,11,2,4.911564503823292
1051.379405361323,365.820199313206,7.3,16.78,122.5,5,9,2,11.497042943572163
872.7851617296216,150.53854623967695,10.31,22.05,227.3,5,10,0,8.095454475529761
1009.6214806581115,466.0426919167113,32.74,20.67,676.9,5,16,2,12.29436988120544
1173.005245212044,450.24077645235036,11.7,5.74,67.2,0,12,2,7.8238719715352065
1023.2132141788965,84.24004484071551,30.27,12.59,381.0,4,9,3,8.602893872683792
1136.5882334311952,369.14679218815456,13.1,14.4,188.7,1,15,3,7.888867627436059
222.16748760583013,405.1704348380315,11.7,8.67,101.4,2,14,1,3.3452730505025077
971.2831929870065,506.2738595071101,14.07,17.95,252.5,2,12,3,10.049682540455187
691.1567773707735,147.4719719830951,35.59,13.48,479.7,5,14,2,8.270706265794473
688.715066489444,530.2518341796513,17.7,9.55,168.9,3,8,2,8.695917731251113
1086.7921654789752,293.0442108733295,12.02,10.41,125.1,1,8,1,8.195130141576916
1168.4202768843165,85.01846300421752,22.86,21.85,499.3,0,16,5,8.708342169908137
869.4189218083627,90.20409626119928,17.27,22.06,380.9,3,14,2,7.427174095223859
620.890996208398,142.74853859370666,32.24,20.87,672.9,4,18,1,7.305694626767367
591.1723208500669,191.16790241162585,39.65,23.11,916.0,4,18,1,7.53359365474227
512.7024320899636,312.9513085420858,22.48,23.95,538.5,5,10,1,8.118451063744995
484.99091312138216,456.7881827143991,19.71,13.82,272.5,0,12,1,3.4699239164990483
518.4876626865632,136.4337641510764,15.69,5.13,80.5,2,17,0,4.70244235118197
180.5236234813387,595.8115228647358,39.01,20.6,803.7,3,6,6,4.481688775703688
166.72841549169078,122.06750110907818,20.88,16.94,353.6,5,17,3,5.107363604190159
953.4542251369892,371.64544160162404,9.59,11.37,109.0,1,8,5,7.1561322505797085
579.6016400706533,559.4960484466637,38.86,24.46,950.6,4,9,3,8.977343567477144
1122.366627169975,504.52923103979145,38.55,10.45,402.9,1,12,3,8.810838928439912
765.6875296252267,399.29684494800114,19.12,22.97,439.2,3,15,4,8.437514690285582
119.39710004655012,437.83100817081214,15.88,16.04,254.7,4,10,3,4.421894147070204
256.42614227557704,106.49720722205764,28.18,3.81,107.2,4,18,1,4.153608124528067
310.5181681745685,35.50794064334149,33.67,21.93,738.3,2,16,2,4.2742324747649505
1172.8243473164198,277.4648070854125,21.45,19.77,424.0,2,15,1,8.55043622912666
324.94873328983107,81.02578801283275,15.24,17.13,261.1,5,16,0,5.3661756330997425
657.6463574426175,233.91896029030988,14.15,16.52,233.8,3,6,0,5.40159946046036
1128.5181634370197,157.53339233475043,15.08,7.81,117.9,2,16,5,7.996432186652485
1174.4558575040803,552.3176317570233,7.37,7.72,56.9,1,13,2,11.428038578888424
344.7236876295699,531.6319194345929,31.81,3.64,115.8,4,8,1,5.770700668652721
135.01176100004494,496.7974236626748,6.88,6.39,44.0,4,16,1,3.987199671007982
252.03405244228952,436.9482500959729,17.74,10.4,184.5,3,7,1,3.850542088981132
150.92789614686507,117.8209995892954,33.89,14.9,504.9,0,14,1,1.0
298.53915002341677,57.569432933516396,17.95,5.88,105.5,0,13,2,1.8580838085293352
716.7980804681837,402.71607897717473,13.91,15.27,212.3,1,6,3,4.849106792356148
1101.9426518511189,396.0871381898066,38.09,8.79,334.9,0,10,3,6.655174614251807
681.6851497376608,240.57184231005417,7.68,8.59,66.0,2,7,5,6.2074340268224
781.1083035029704,299.4313998682903,35.74,23.85,852.6,2,18,2,6.124702626097362
306.091321802686,308.81515129565395,5.3,24.83,131.5,2,16,1,3.8728650720136155
976.6536551547122,166.75903566550863,18.3,20.85,381.6,5,18,1,8.953922452702761
771.9235775262532,209.07496878732394,26.37,4.2,110.7,1,12,2,5.7539805061769
1047.8332486958518,268.4820461581959,16.69,19.03,317.6,4,10,3,9.82363338145739
1142.7042798464781,373.8120470496062,22.78,6.93,157.8,1,18,3,9.049229624646898
469.64886884738337,574.8169474299137,10.55,15.52,163.7,3,9,3,6.9573847754650595
181.44854555969206,336.9362274258528,24.05,22.66,545.1,5,11,4,5.77610220566924
333.0404328667964,446.7634284396249,7.98,11.36,90.7,5,7,5,6.1426642850138355
570.3825535569376,489.99062836546534,32.46,23.43,760.6,3,16,3,8.14115602400648
1139.1768900434101,94.69962914587555,24.6,18.58,457.2,1,7,2,6.864724970287702
503.7070010582251,402.2810605057463,20.83,9.62,200.4,2,6,2,4.493669532729059
943.2659993052143,304.8031105450219,5.02,5.09,25.6,2,16,0,6.4344530408395855
685.3338952312456,356.28563708129855,21.49,20.94,450.0,5,16,1,9.165673261382048
284.7458228826937,51.897653388355415,23.85,13.08,311.9,2,17,1,3.7003809458606933
439.2222132278658,546.5429698320096,12.83,4.6,59.0,4,17,1,6.307879693130465
811.5749112255569,573.0869652580066,28.07,5.27,147.9,5,7,1,9.091288467986827
833.5958020470807,31.9846965002287,5.84,24.27,141.8,0,10,2,4.046690652047281
566.9309164261317,151.29120746366118,10.72,8.35,89.5,5,15,1,7.597758056746728
336.0830749815684,132.7106790141015,30.29,24.27,735.0,3,10,5,3.9851950080318765
888.5355930541975,475.3435748495153,8.45,17.99,151.9,3,16,2,9.028702911144936
269.13780660624053,370.90563369373757,12.09,9.61,116.1,1,17,1,2.498537481693294
1129.0700548889417,131.0801880791371,27.08,11.44,309.9,2,18,6,9.100215385376195
290.4520085208539,493.96344453175044,29.97,20.09,602.2,3,16,2,4.906288193781877
200.1898463724229,231.4806769292766,4.91,12.58,61.7,1,16,4,2.1842495406604727
637.3654266492242,292.68841948706836,7.68,4.64,35.7,4,13,3,7.696926335546214
661.8955498828573,250.76476503276788,19.51,8.06,157.1,4,7,2,7.508378191872782
649.1760645516342,327.18671767150084,24.93,21.93,546.7,0,11,2,4.273176195230323
569.0675880595002,303.6812072323734,19.79,18.32,362.5,1,18,2,4.569861648650916
1194.1926799691614,186.51288151759232,26.94,14.02,377.8,3,17,4,11.368474695162298
624.6342861910517,271.99694137148896,30.97,8.4,260.2,4,9,0,8.102777156987134
615.3001704286107,547.7521754169511,38.13,13.44,512.5,1,15,2,4.887362681684429
552.3779902403087,316.6496577931697,15.95,20.35,324.6,5,9,2,8.341503250971378
154.84484526563847,552.3402539407541,9.03,4.79,43.3,3,11,4,4.30377842563691
744.11142688757,343.5724172562398,12.77,24.88,317.8,3,14,2,6.709832664132368
335.3239048899643,468.2258571605705,8.48,21.91,185.9,0,12,1,2.0801246790644443
794.1220578565359,197.34704650603635,17.59,10.0,175.8,3,13,1,6.820215960404614
136.93347738229443,480.5356893253125,35.28,22.15,781.7,4,7,0,4.54260412321368
1179.153553403362,180.66331940144178,15.84,18.0,285.1,1,9,1,9.07442528306998
605.2856884941929,41.14348383649461,8.51,17.66,150.2,3,16,1,6.144088471623581
1084.3660161815822,121.61549761128504,22.34,6.07,135.7,0,14,5,7.433971665411159
612.628514020887,42.342138768260995,39.7,22.93,910.4,1,16,3,4.865909854166753
147.57051680312833,569.8257058781144,9.96,12.91,128.6,0,18,1,1.0170629605444186
1000.8791716250638,599.9869016380857,31.78,20.67,657.0,4,10,1,10.935680443102576
805.9657772271904,464.47125026312676,33.46,9.59,320.9,5,9,1,10.829321417719159
955.5678932828185,91.63305333840495,17.85,9.78,174.5,0,10,3,5.84607433826431
559.550247129938,542.3989123896102,25.92,24.22,627.9,4,13,4,8.900058824164253
794.4891535562423,453.9524244616795,19.0,13.93,264.6,3,9,0,8.418232406533075
1038.9764842522004,219.3793737791901,12.71,4.32,54.9,4,11,2,10.523206086748516
786.793296016514,316.2984097310913,18.77,21.39,401.3,3,8,1,6.656241767013132
469.3944710162117,407.2028245193223,6.53,8.0,52.2,5,11,2,6.988427062002814
822.0331456901438,43.7087711337646,29.16,22.33,651.2,0,18,2,3.8783804506232062
832.4766912477554,315.87831989694024,33.68,23.16,780.1,0,11,0,4.550254712088635
1155.85739800742,447.46539695534153,14.37,4.6,66.1,1,15,0,8.300173996495783
495.4218001266695,137.2884619809097,23.96,15.81,378.9,4,11,0,6.287194264693487
556.091579615827,282.96062688321985,11.59,24.59,285.0,0,11,2,3.1197362182097277
989.5777165295062,333.5421736354119,7.72,23.48,181.2,0,14,2,7.442908306270611
646.4537925118702,449.27226201676234,27.55,14.56,401.1,4,7,2,7.123143931500897
904.961864289621,579.7386151520712,7.96,17.97,143.1,2,10,3,7.700093408804168
594.8746001880231,513.5170623624462,31.93,16.29,520.3,4,7,2,7.643748159774518
321.3545588302245,384.2654995310716,13.05,7.47,97.5,2,8,3,4.026586358460753
914.6283039147321,362.6751846558413,33.28,17.37,578.0,0,15,2,6.345924722757475
226.8937894868751,373.8164150514223,16.63,10.33,171.8,3,8,6,5.179678059791548
302.41370315506504,340.75182631607106,16.65,10.44,173.7,0,8,2,2.064645722266795
782.0439807183136,63.836841747586426,30.77,12.24,376.6,2,13,2,5.439281155505914
916.9421762151181,428.02894491527684,21.88,21.75,475.8,5,10,3,9.344516408679361
1082.0504332919527,438.3119760738737,10.44,8.24,86.0,1,7,0,6.922312286372033
385.29687710579867,322.11380649220564,34.47,8.52,293.6,1,18,2,3.2064259681575176
204.01116963262086,526.1209350794495,15.59,3.16,49.3,5,18,5,5.5332278386355735
1150.7722586653447,413.28897757130676,6.8,6.41,43.6,1,13,3,8.87205939894125
252.95385858479955,236.71885497849968,18.39,24.53,451.2,2,12,1,3.5322894303112924
301.3870201251963,41.22578155122152,24.24,12.55,304.1,4,16,1,5.325428687169597
406.28898798548164,63.72213850367764,25.57,7.29,186.5,0,18,4,2.5441605524481097
672.918316509442,230.52500913581818,33.92,24.24,822.3,0,7,0,3.0247427254190433
1068.7646339581675,293.40003536324923,23.03,3.6,82.8,5,7,3,11.677558828428259
931.811545457451,125.11653811980227,11.28,13.65,154.0,5,10,1,8.72181980953151
873.1364603037514,137.9171346609003,12.68,20.7,262.5,5,9,2,9.315918207282985
276.2022359987241,161.2204745042217,6.73,20.0,134.6,0,17,3,1.8251582753896785
480.6045473090911,474.8926035584754,30.23,7.16,216.5,3,12,1,5.295270874433567
615.8135172170793,469.6340693425097,6.92,18.57,128.5,5,16,3,9.040298392735648
245.11706790385614,248.27522168585392,25.42,16.69,424.2,5,14,3,6.418900728156321
386.2412663818732,128.2476975031056,25.09,17.86,448.0,2,15,1,3.096980109648009
425.3331884271856,93.21777948617746,32.06,8.85,283.9,2,18,0,4.157362271470226
222.54934212852396,79.66370786688873,5.76,20.84,120.0,0,13,4,1.4968406599193438
696.2684549372485,253.0291730126421,10.51,15.3,160.8,0,16,2,4.655459686932525
869.631580107096,55.95918699303806,36.65,18.95,694.7,2,9,0,7.0661426938586605
158.32342725408455,220.17197116201095,24.17,23.67,572.2,1,9,1,1.9298869356744894
618.8578739747277,578.0739482484483,19.93,21.82,435.0,5,13,2,9.26023434866196
956.0765386999304,319.277630897722,30.66,20.21,619.8,0,17,1,6.108188696477644
917.7489444267405,498.9074543960577,36.39,9.37,341.1,3,6,1,9.654320570317127
992.8818677650046,103.68158916037747,12.73,4.19,53.3,3,12,0,6.368211183223924
582.0295091510799,182.80490597353176,36.35,15.64,568.7,0,8,1,3.5534649717206235
999.023932556644,569.531473390085,7.02,3.76,26.4,2,17,2,9.056895322292212
349.6434397599818,248.62458125239345,39.17,18.71,733.0,5,12,2,6.689876139923067
484.10782878761717,399.5914932155437,9.1,19.21,174.8,0,6,1,2.950296672696923
277.5182455879375,586.3922641226759,12.85,15.38,197.7,0,6,0,1.7256194099374045
603.5826841600004,343.9490211085192,6.57,6.7,44.0,0,14,2,4.039943018706608
519.1072251052965,204.04719106037948,32.74,22.27,728.9,0,9,2,3.4002460015945988
349.83837038402964,333.21061989267554,39.42,16.11,635.0,5,6,3,6.736618544724553
921.9943943384753,61.14320361858981,13.99,14.33,200.4,0,7,3,4.103228871431658
431.5083847650442,94.05082823283396,15.05,15.49,233.0,1,8,2,3.2583320306526597
385.540849763336,34.087529879793856,13.32,4.82,64.3,4,10,0,5.083280020928585
226.59717055255447,533.9997236920524,8.73,19.29,168.4,5,15,4,6.4058251253261345
571.4803060181825,412.6298444727695,32.14,4.34,139.4,0,17,4,4.994246579835419
419.3203842977783,200.04796612566642,5.25,15.72,82.5,2,12,3,3.884050299445048
493.5855823018848,156.06200894816362,38.81,6.72,260.9,1,18,0,3.5633120211123708
344.316934135019,419.35366265993457,37.31,7.57,282.4,1,16,1,3.2751598766130754
934.7341485982885,554.1332769276111,7.38,8.13,60.0,5,8,0,8.568965159176653
1121.6037490372835,200.5092818997031,22.59,3.31,74.9,2,15,2,8.728130528926455
637.6836751235542,213.28869235046562,39.74,22.62,898.8,3,9,3,7.334168735168254
800.1582341417325,516.9172133604505,34.55,20.69,714.9,0,18,3,5.905688629681361
1051.2329497995106,539.2242150537388,29.46,3.69,108.7,1,17,1,9.317868769023455
1198.6891938136976,551.0008430929738,3.83,4.25,16.3,2,6,3,10.83136991603642
767.138462897412,197.09789856381602,5.53,20.22,111.8,3,8,1,7.247892395891025
1076.553002524653,98.57816352991887,32.38,3.15,102.0,5,11,3,9.634181171948406
1097.641236142319,280.79861603916896,16.93,13.32,225.5,1,15,1,6.643799264257148
966.425666344537,198.5859731304732,27.73,5.36,148.7,3,13,1,8.563077391244965
596.2431580018834,533.8040000827464,30.35,16.02,486.1,2,7,2,5.529231210473809
170.89248047476724,50.88191682802058,18.62,24.96,464.8,4,14,1,3.9970325117959833
97.70222209294991,391.3118676926752,8.31,6.78,56.3,2,14,2,2.3920290201652494
614.4647092768755,546.5233784764249,17.31,24.05,416.2,2,18,2,6.587603105164871
633.6322775587719,586.7021090794576,35.23,22.04,776.5,3,9,4,8.117378029478928
536.245874406529,400.5744415998846,15.25,24.69,376.5,2,6,0,4.628595118702699
716.3474334463283,571.4560855027565,5.32,19.86,105.6,4,15,2,7.34908832313036
698.4222277009583,73.12589369628836,38.49,21.85,841.1,0,15,2,3.190252802243355
1017.0066059566161,234.78865721785667,28.19,16.08,453.2,2,12,0,6.342596545639615
201.6959556537339,34.967377476238205,23.01,22.08,508.1,1,14,5,2.3667006658967296
332.19898603821093,589.2747501487665,33.68,5.45,183.6,0,8,1,2.41548623666203
968.1655764347861,544.5540928970186,18.21,19.32,351.8,0,7,4,7.7748660529852405
1029.5772912904931,45.98995706147477,39.45,16.83,664.0,2,11,1,6.5996306093852635
1194.203119255372,40.33561076206661,34.73,4.32,149.9,1,17,1,7.962975894584672
1057.6614583535343,239.1726116406287,13.38,9.41,126.0,4,12,1,9.894479167152072
1076.6868879210108,177.366641070814,16.73,7.75,129.7,3,14,1,9.07997033239298
432.06969574549345,512.7513980282263,13.2,11.91,157.3,4,18,0,6.628791918375372
529.8610300905016,121.47610986496151,27.4,7.36,201.7,5,9,1,8.184012527942716
380.25531739901714,480.6701937394887,26.66,9.05,241.1,4,12,2,6.5337440165497505
759.0553259758415,346.04202899467805,22.33,9.51,212.4,2,14,4,7.157816298825091
1131.4619967118829,245.11330970084305,38.74,16.2,627.4,5,7,2,9.12297570573833
465.9977928930119,113.06026418802588,20.47,5.97,122.2,2,11,4,4.2236109899574785
703.8419957072242,598.6840443970125,32.0,8.3,265.7,4,13,2,9.682844342708147
411.85558610790326,382.2520889252759,27.35,9.98,272.9,1,9,2,3.274135194666753
270.1759706254324,280.44787256375673,22.17,12.88,285.6,5,8,2,6.058205460511314
298.60779339689435,241.54270723505704,4.56,3.84,17.5,1,11,1,1.9372615713286332
144.89878588270554,546.2650914595876,27.33,24.98,682.7,3,17,0,4.250849892712426
1143.2087457703683,498.07933066873375,26.78,9.61,257.3,2,11,3,10.22159903421698
531.2251615285452,492.3758993698875,7.62,9.32,71.0,1,16,2,4.760653799614199
1014.2153990423611,381.23312958856394,32.45,15.21,493.5,1,14,4,9.060224366343984
843.0890094124541,536.135252136607,20.28,21.79,441.8,3,7,5,9.504512690633328
294.95170078041565,200.58867210958013,14.99,13.05,195.7,0,17,2,1.9949535072262896
276.5177161685784,431.1124970430749,33.49,8.47,283.8,1,13,6,3.3532125863956828
989.4267856918102,260.5352131633787,15.7,15.45,242.6,5,13,1,11.413355475609853
376.47711589388183,371.9993208790245,26.01,13.62,354.4,0,15,2,2.1116588001862633
1102.8794057462128,598.947210349235,25.86,12.31,318.3,4,6,3,11.838302081397936
236.8620532522295,591.1791249849315,4.95,24.65,122.1,1,9,2,3.3071313715291946
839.0336481890058,322.1928393864455,18.64,24.91,464.5,1,16,2,6.605616189500454
992.210741154646,357.10216773395,11.24,15.36,172.7,2,14,6,10.320570625700784
343.4871550255224,541.4734084082615,10.38,4.5,46.7,2,11,0,3.583359175002094
389.352247071354,591.8123561328973,27.23,15.47,421.4,4,12,0,7.1585721195164655
1160.2611524759059,473.8064474968655,3.42,23.95,82.0,4,14,2,12.743572596336513
376.3493179876973,67.15514103641951,38.86,23.37,907.9,2,12,1,3.2940480750067853
561.5518958880535,213.90464857600244,17.63,7.74,136.5,1,11,2,4.297059969303471
564.4174644314501,541.0405337545756,14.06,7.18,101.0,0,13,1,4.177723753210859
363.3989199212456,467.9609283347739,37.04,6.35,235.2,4,9,3,6.644050623294439
948.8860168095414,453.0728504839235,21.01,21.04,441.9,5,13,2,12.643902114052583
944.4712644166539,410.7162413668404,25.73,13.78,354.6,0,14,0,7.718847797284151
503.7161759306399,266.7003942904586,28.75,10.44,300.0,3,15,0,5.312931411555692
1015.3408860104217,259.84755259648,35.24,10.15,357.6,1,14,1,7.503907593908032
318.64392652688264,491.0915179267566,7.8,9.06,70.7,1,11,0,2.378114272102933
84.82246874780009,197.45476630609042,6.02,22.42,135.0,4,14,0,3.6394305211917435
719.70744550243,420.3541674395549,39.77,12.01,477.7,1,15,3,5.37426521206527
1193.367105146664,443.93885835165526,3.33,8.37,27.9,1,10,0,8.005896039990702
123.28162700611075,511.39691393607137,29.2,18.63,544.0,0,12,1,1.0
312.95784255347587,212.33478670299897,25.61,16.98,434.8,5,14,4,6.889733199934837
661.1843995855343,452.8768820977752,23.44,18.74,439.3,5,14,2,9.008272794647832
987.1336248182552,90.69924161985152,32.08,21.08,676.3,5,12,1,9.669585527507689
179.7270456840596,108.69518550258569,39.72,5.23,207.6,1,9,2,1.9105041850679647
522.6628122099617,267.8815428988389,4.73,3.04,14.4,1,17,2,4.146305692993006
916.7248967054727,61.478692522490945,25.74,4.11,105.8,5,13,1,8.799773330834864
496.12839341512495,570.1880432352428,29.52,18.55,547.6,3,13,0,6.694962578941486
291.49679093271567,544.0806119903355,14.32,23.56,337.4,1,12,0,3.0865297903872393
298.9553266841778,57.892206449730594,36.04,10.28,370.6,0,15,1,1.3721813254325352
539.2546413447935,507.8376814785989,19.91,20.19,401.9,4,9,1,7.668147486163724
616.947123782598,320.05827923131443,9.09,19.04,173.0,4,18,0,6.991646707407
1045.2321479539355,430.11884637292343,34.61,24.52,848.6,0,6,3,7.075218176221729
799.3227087961527,535.5507664999668,37.89,13.36,506.1,2,6,3,6.551640618132991
853.2501890573616,358.8754576342882,6.68,6.65,44.5,2,12,1,6.950413959909725
1180.9456321202158,96.30644716223878,30.81,19.84,611.2,2,17,2,7.863873906206832
541.2646531370906,31.469807977354165,10.96,21.01,230.2,2,6,4,4.023923464444785
531.7569316390237,313.2452733833245,3.25,18.56,60.3,1,14,2,4.0737670307926015
1114.1486038529097,571.0623153108852,12.64,21.99,278.0,2,11,3,10.020277542234945
355.38065744566563,356.39446681952165,34.63,11.17,386.7,5,6,2,5.929570811120674
897.3930758592106,242.57530871029064,8.22,18.19,149.6,5,10,0,7.82585703122323
925.1219148043108,47.62554973612061,7.83,8.8,69.0,0,14,3,5.858355607822001
189.52255713889627,551.5382678485742,30.34,12.82,389.1,4,14,2,4.9826837594443765
604.4191743768141,216.47929668908404,18.04,8.33,150.3,3,17,0,6.526431709750432
304.6299678801405,431.7231187496048,8.49,6.4,54.4,1,18,1,2.5654292464766817
287.62030553878395,425.715205203535,11.51,3.79,43.6,1,6,4,2.8132845795323127
599.4874837184213,174.7134019801863,32.4,17.77,575.8,4,17,1,7.634884554254987
404.16127240903273,66.35317868261345,26.06,22.26,580.0,2,6,2,3.395470060755588
971.5877013409754,249.45021584295083,31.15,9.92,309.0,0,18,1,5.072356377659684
1096.5174783573402,210.76467788720393,6.62,12.44,82.3,5,16,2,12.130929604428081
979.0470779229695,429.14614735722574,19.95,3.08,61.4,5,18,0,9.98872264350369
377.95457733626506,497.27602252610825,32.49,12.08,392.6,2,6,2,4.244571416087298
387.03052093124137,156.79388791325457,12.83,9.19,117.9,2,6,1,3.6236456022780166
365.2957521315635,331.09170977257213,9.26,15.63,144.8,2,18,3,4.318975024281324
231.24266758298438,53.146758011252146,17.13,22.99,393.7,1,9,2,2.215178186318955
1137.0541722761566,152.12581907207328,15.34,14.14,216.8,0,10,4,6.619084186141628
530.2935339359177,464.20411503358736,9.86,17.86,176.2,1,9,2,4.995981508031526
331.6522114913786,482.2370426787713,38.3,18.52,709.3,2,8,1,3.7680221958824975
1028.2715765692328,472.55054416752785,20.87,6.35,132.6,0,6,4,7.8047966205810075
527.0987389767254,111.16111724331398,25.5,10.62,270.9,0,7,0,2.3937305472375896
119.33082844282657,344.08979465699787,7.48,5.49,41.1,5,17,4,4.452855234128569
261.3745586795869,270.94379623272823,25.57,12.7,324.7,5,6,1,4.866682408805476
795.9603811989105,595.1471891732016,23.55,22.52,530.3,1,17,1,6.682085639542952
956.8539070723308,402.8198253632516,37.48,13.58,509.0,3,8,0,7.588508378441706
316.2465151073585,563.0651920955655,18.26,13.04,238.0,0,13,2,2.485798327555228
1107.4830599780792,112.84967385480942,31.94,7.61,242.9,5,9,2,10.581426263240493
1033.116774458424,286.9977656671306,14.25,9.82,140.0,4,17,3,11.588135367375505
1030.1864445484107,469.8163320603451,24.42,23.61,576.5,1,6,3,8.11564918000512
334.9804844151198,239.6789049773295,37.3,9.67,360.5,1,15,3,2.878265041167075
136.60030728806464,390.52984280757863,26.13,19.09,498.8,1,18,0,1.8342501915538483
1051.5143642204937,321.67023825298656,29.31,3.93,115.1,0,11,2,4.883416023654599
422.49625618719546,595.3997632542556,35.41,5.82,206.2,2,11,4,5.2297364417998
773.186346914349,129.10734783733014,37.24,9.85,366.9,4,7,1,7.4989674220003835
931.1629097448176,563.1487563381728,10.71,22.83,244.4,4,17,4,12.726749053733915
223.6884495324546,258.89544366787914,10.25,7.82,80.2,0,18,2,1.1027214828518281
954.5389570613337,296.75599083505784,23.37,18.99,443.7,2,12,2,7.011114477929067
1131.1328340363937,331.303073703288,39.83,6.69,266.3,4,14,1,10.271114246143064
895.7799616359781,181.2589331771405,21.14,16.48,348.4,5,15,1,8.007519505975084
574.169478298225,579.284742288152,15.24,15.91,242.5,3,10,4,8.379102169806687
1061.8795154019072,549.5477069838299,22.88,16.68,381.7,4,6,1,10.258365499968766
670.752545681266,584.5559071204767,5.38,9.3,50.0,1,7,0,5.8354319505372585
914.1434391547647,598.2441561594281,9.56,6.57,62.8,5,17,1,12.486124732929085
998.9666571216366,411.7860542531541,8.51,22.5,191.5,2,16,5,8.996785408348652
919.2752051028866,287.4607326092745,4.03,15.53,62.6,4,7,3,8.468055111304793
402.3974611739324,514.9183238528938,29.72,7.66,227.8,1,16,1,4.033953783676242
211.9851690145308,43.56878036671298,15.04,12.09,181.9,1,17,4,2.2431468105774375
346.9391528855073,505.6103054866969,9.24,4.48,41.3,3,13,0,5.179777590147904
643.2199294179957,313.4530338002738,21.95,13.46,295.4,3,11,4,7.601786168188964
645.9101529682673,413.7354154375481,14.97,12.33,184.5,3,18,2,7.110358738178277
732.561671232282,243.20625496522933,17.54,5.92,103.8,4,17,2,8.587318660937814
522.5140580536378,240.11519770408506,14.67,12.78,187.5,4,11,1,6.628645170163718
961.318347224031,48.078777102206,3.15,17.07,53.7,1,12,3,6.460487624045645
1102.7322003888728,271.5599753445376,28.47,23.43,666.9,2,18,2,7.757326492685138
356.3320598970078,262.76189138901816,7.1,18.47,131.1,0,17,0,1.96609086677854
904.9060038261146,158.13092806480063,11.11,14.05,156.1,4,14,0,8.188086091901596
839.32847485045,170.97426591766745,10.04,19.94,200.2,0,14,1,4.598709621937921
665.8613591928328,362.9595608522317,15.26,9.16,139.8,0,15,2,3.8039205282973727
291.1538619390594,211.12972224751675,8.93,17.71,158.1,3,9,1,4.331301447204083
970.6601296126347,503.24358813985515,15.84,3.11,49.3,5,17,2,11.402060467075867
1155.9014399042926,93.4895109085279,12.0,4.6,55.2,2,9,5,10.032386698209303
888.456692101647,359.2576195477749,5.26,16.73,88.1,1,16,4,7.989277128947502
1108.003196220822,121.22549446928834,35.21,7.24,254.8,1,16,2,7.9108121221814045
1182.2874967417597,331.0971573447755,14.31,18.15,259.7,5,9,1,11.033542946825477
474.2967551479468,344.9511555616817,6.53,17.01,111.0,3,16,2,5.443226013093069
794.8103792774973,396.10968131966564,22.3,4.4,98.1,2,17,2,6.410895223365209
610.8046661546473,273.6322199455494,7.56,11.63,88.0,5,12,5,8.423442862558321
1185.0241964868178,320.400570523675,31.6,16.49,521.0,0,13,3,10.047057244167682
185.0647628886519,133.1429911663372,5.28,18.7,98.7,3,12,0,3.3954507544572015
541.8599040128915,293.91874934970787,20.19,20.95,423.1,2,6,2,5.002855855577552
1060.6037298705046,242.6273217837456,37.92,10.27,389.4,1,13,2,7.612637466333474
398.1374677896973,409.69472965301355,8.88,21.41,190.1,5,14,2,6.998961693213406
962.3279927155374,277.84838239299705,10.45,10.79,112.8,5,13,2,11.759697241211143
508.71714231388637,474.22474105872556,25.22,3.15,79.5,5,12,3,7.674699886514628
1177.5759646769773,272.81549618700456,39.25,16.42,644.6,0,12,0,6.691231196334521
1069.5534167945525,164.38956859515645,17.28,8.32,143.7,4,12,1,9.761313491225433
417.47880058212917,186.0025698063932,27.0,5.74,154.9,2,18,1,4.181278162947787
942.6162871623977,55.81257830223285,8.64,8.68,75.0,2,11,0,6.062448299091376
457.2793290932609,337.75372204251875,26.73,21.21,567.1,1,8,1,4.057917800563816
759.1263810413993,503.6021038231834,12.35,23.11,285.3,3,6,3,7.715758332531298
817.498460600487,468.393672886015,25.69,24.16,620.6,5,17,2,11.27299508403428
1009.1468581759896,279.5399958129287,6.28,9.66,60.7,1,8,0,7.015322599650122
107.38494178785666,141.78860243237196,22.42,13.03,292.2,3,11,1,3.1422269326885175
326.5768380905756,522.1861326795481,11.78,20.66,243.4,3,15,2,5.1802739450857995
877.3479478592081,62.36518940568899,28.22,9.99,282.1,3,8,2,6.693221655169108
711.1460254058818,257.5569533654216,30.66,11.47,351.8,1,9,1,4.665536018405972
635.0776875852803,518.2706311588521,34.38,8.22,282.6,0,14,3,5.4194392413990835
141.83515151293813,254.11071182039197,39.72,15.59,619.3,4,14,3,4.732570646211982
470.06898947683095,97.18901833146715,20.0,17.5,350.0,3,9,0,5.309951662411219
1048.9122597399262,181.5912151971038,27.81,10.01,278.3,4,13,2,9.10307746326532
114.59997748035605,372.01678179348056,3.68,3.53,13.0,3,15,1,3.3167964636210643
524.0085836085896,116.66046738590539,36.49,19.19,700.2,2,8,3,5.9104042176035305
1138.5660821912654,403.3131363001428,25.78,16.57,427.1,1,11,1,7.317636972836741
136.9864226904164,279.75230078357004,18.59,7.82,145.3,3,9,3,3.231454438828779
919.6704411699932,220.60201546769747,19.07,9.92,189.2,4,18,1,8.279480583441403
368.5261301238808,167.3275238982034,31.05,24.06,746.9,1,10,4,3.0174554932224518
1050.6018920121132,499.2980919383244,33.84,16.86,570.7,0,17,0,8.689925329630807
